temp,humidity,watertemp,ph,ec,label
30,74.1,29,6.5,1.25,
30,74.8,28.94,6.5,1.25,
30,74.8,28.87,6.5,1.25,
30,74.5,28.87,6.5,1.25,
30,75.5,28.87,6.5,1.25,
30,75.9,28.87,6.5,1.07,
29.9,75.4,28.81,6.5,0,
29.9,75.2,28.81,6.5,1.15,
29.9,75.3,28.81,6.5,1.13,
29.9,75.1,28.69,6.5,0,
29.9,74.5,28.62,6.5,1.15,
29.8,75.8,28.69,6.5,0,
29.9,75.1,28.62,6.5,0,
29.9,75.4,28.69,6.5,0,
29.9,75.3,28.62,6.5,1.07,
29.9,75.6,28.56,6.5,1.08,
29.9,75.6,28.56,6.5,1.13,
29.8,76,28.56,6.5,1.1,
29.8,76.2,28.56,6.5,1.1,
29.8,76,28.56,6.5,1.1,
29.8,75.9,28.5,6.5,1.1,
29.8,75.8,28.44,6.5,1.1,
29.8,76.6,28.44,6.5,1.1,
29.8,76.8,28.44,6.5,1.13,
29.8,76.9,28.44,6.5,1.13,
29.7,77.3,28.44,6.5,1.08,
29.7,77.2,28.38,6.5,1.15,
29.7,77.2,28.38,6.5,1.1,
29.7,77.1,28.38,6.8,1.1,
29.7,77.1,28.38,6.8,1.1,
29.7,77.2,28.31,6.8,1.2,
29.6,77.7,28.31,6.8,1.11,
29.6,77.7,28.31,6.8,1.03,
29.6,77,28.25,6.8,1.15,
29.6,77,28.25,6.8,1.09,
29.6,76.9,28.25,6.8,1.09,
29.5,77,28.25,6.8,1.09,
29.5,76.5,28.19,6.8,1.03,
29.5,76.8,28.19,6.8,0,
29.4,76.6,28.19,6.8,1.87,
29.4,76.9,28.12,6.8,0,
29.4,77.1,28.12,6.8,1.09,
29.4,77.2,28.06,6.8,1.08,
29.4,76,28.06,6.8,0,
29.4,77.2,28.06,6.8,0,
29.4,77.2,28,6.8,0,
29.4,75.6,28,6.8,1.06,
29.3,76.8,28.56,6.8,1.09,
29.5,76.8,28.56,6.8,1.09,
29.8,74.8,28.5,6.8,1.09,
29.8,75.4,28.44,6.8,1.09,
29.8,74.9,28.44,6.8,1.09,
29.7,75.5,28.38,6.8,1.09,
29.7,75.5,28.31,6.8,1.09,
29.6,75.4,28.31,6.8,1.09,
29.6,76.3,28.12,6.8,1.09,
29.6,76.2,28.12,6.8,1.09,
29.6,76.1,28.12,6.8,1.09,
29.6,76.1,28.06,6.8,1.09,
29.5,76.2,28,6.8,1.09,
29.6,76.4,28,6.8,1.09,
29.5,76.4,27.94,6.8,1.09,
29.5,77.1,27.87,6.8,1.09,
29.5,77.4,27.87,7,1.09,
29.5,77.2,27.87,7,1.09,
29.5,77.3,27.87,7,1.09,
29.5,77.3,27.81,7,1.09,
29.5,77.2,27.81,7,1.09,
29.5,77.2,27.75,7,1.09,
29.5,78.1,27.75,7,1.09,
29.4,77.3,27.75,7,1.09,
29.4,78.9,27.69,7,1.09,
29.5,77.6,27.62,7,1.09,
29.4,77.5,27.69,7,1.09,
29.4,78.1,27.62,7,1.09,
29.4,78.2,27.62,7,1.09,
29.4,79.4,27.56,7,1.09,
29.4,78.8,27.56,7,1.09,
29.3,78.9,27.56,7,1.09,
29.3,79.2,27.56,7,1.09,
29.2,79.2,27.56,7,1.09,
29.3,79.4,27.56,7.23,1.09,
29.3,79.1,27.56,7.23,1.09,
29.3,79.2,27.44,7.23,1.09,
29.2,79,27.44,7.23,1.09,
29.2,79.3,27.44,7.23,1.09,
29.2,79.3,27.44,7.23,1.09,
29.2,79.3,27.37,7.23,1.09,
29.1,79.1,27.31,7.23,1.09,
29.1,79,27.37,7.23,1.09,
29.1,79.4,27.37,7.23,1.09,
29.1,79.2,27.31,7.23,1.09,
29.1,79,27.25,7.23,1.09,
29,79,27.25,7.23,1.09,
29,79.2,27.25,7.23,1.09,
29,79.2,27.19,7.23,1.09,
29,78.3,27.25,7.1,1.09,
29,79.1,27.19,7.1,1.09,
29,79,27.13,7.1,1.09,
29,79.4,27.13,7.1,1.09,
29,79,27.13,7.1,1.09,
28.9,77.6,27.06,7.1,1.09,
28.9,78.2,27.06,7.1,1.09,
28.9,78.7,27,7.1,1.3,
28.9,78.9,27.06,7.1,1.19,
28.9,78.6,27.06,7.1,1.19,
28.8,77.7,27,7.1,1.19,
28.8,77.8,26.94,7.1,1.19,
28.7,78.7,26.94,7.1,1.19,
28.7,79.4,26.94,7.8,1.19,
28.8,78.9,26.94,7.8,1.19,
28.8,78.4,26.87,7.8,1.19,
28.8,79,26.94,7.8,1.19,
28.8,78.3,26.94,7.8,1.19,
28.8,78.4,26.94,7.8,1.19,
28.8,78.2,26.94,7.8,1.19,
28.9,78.5,26.94,7.8,1.19,
28.9,78.6,26.87,7.8,1.19,
28.9,78.9,26.94,7.8,1.19,
28.9,79.1,26.94,7.8,1.19,
29,78.8,26.94,7.8,1.06,
29.1,78.6,26.94,7.9,1.12,
29.1,78.6,27.06,7.9,1.12,
29.1,78.4,27,7.9,1.12,
29.1,77.7,27,7.9,1.12,
29.2,77.8,27,7.9,1.12,
29.2,78.3,27.06,7.9,1.12,
29.2,78,27.06,7.9,1.12,
29.4,78.1,27.13,7.9,1.12,
29.4,78.2,27.13,7.2,1.12,
29.4,77.1,27.19,7.2,1.12,
29.5,77.5,27.19,7.2,1.12,
29.4,76.9,27.25,7.2,1.12,
29.5,76.7,27.31,7.2,1.12,
29.5,77.2,27.31,7.2,1.12,
29.5,77.1,27.37,7.2,1.12,
29.5,76,27.44,7.2,1.12,
29.6,76.1,27.44,7.2,1.12,
29.6,76.6,27.5,7.2,1.12,
29.6,76.5,27.56,7.2,1.12,
29.6,76.7,27.62,7.2,1.77,
29.7,76.5,27.62,7.2,1.25,
29.7,76.2,27.69,7.2,1.51,
29.7,76.1,27.75,7.2,1.51,
29.8,75.9,27.75,7.2,1.51,
29.7,76.3,27.75,7.2,1.51,
29.8,76.2,27.75,7.2,1.71,
29.8,76.1,27.81,7.2,1.61,
29.8,76.6,27.87,7.2,1.61,
29.8,75.9,27.87,7.2,1.61,
29.8,74.1,27.94,7.2,1.61,
29.9,75.1,27.94,7.2,1.61,
29.9,75.3,28,7.2,1.61,
29.9,74.3,28,7.2,1.61,
30,74.5,28.06,7.2,1.61,
30,76,28.06,7.2,1.61,
30,77.1,28.12,7.2,1.61,
30,75.8,28.12,7.2,1.61,
30,74.8,28.19,7.2,1.61,
30.1,74.6,28.19,7.2,1.61,
30.1,74,28.25,7.2,1.61,
30.1,73.9,28.31,7.2,1.61,
30.1,74.1,28.31,7.2,1.61,
30.1,74.9,28.38,7.2,1.61,
30.1,74.7,28.38,7.2,1.61,
30.1,74.8,28.38,7.2,1.61,
30.1,74.7,28.44,7.2,1.61,
30.1,74.7,28.44,7.2,1.61,
30.2,75.6,28.5,7.2,1.61,
30.2,74.7,28.44,7.2,1.61,
30.2,75.3,28.56,7.2,1.61,
30.2,75.1,28.62,7.2,1.61,
30.2,75.2,28.62,7.2,1.61,
30.2,75.7,28.56,7.2,1.61,
30.1,73.7,28.56,7.2,1.61,
30.1,74.2,28.5,7.2,1.61,
30.1,73.3,28.56,7.2,1.61,
30.1,73.3,28.56,7.5,1.61,
30,72.4,28.5,7.5,1.61,
30,71.9,28.44,7.5,1.61,
30,72,28.5,7.5,1.61,
30,72.2,28.38,7.5,1.1,
28.9,80,26.94,6,2.96,
28.9,78.9,26.87,6,2.96,
28.9,79.3,26.87,6,2.96,
28.9,78.7,26.87,6,2.96,
28.8,78.4,26.94,6.73,4.3,
28.8,79.3,26.87,6.82,3.63,
28.8,79,26.87,6.99,3.63,
28.8,79.6,26.81,6.98,3.63,
28.8,80.1,26.81,6.8,3.63,
28.8,79.5,26.81,7.75,3.63,
28.9,79.9,26.81,7.7,3.63,
28.7,79.6,26.81,7.83,4.08,
28.7,80.1,26.81,7.97,3.85,
28.7,80.2,26.81,7.87,3.85,
28.8,80,26.81,7.04,3.85,
28.8,80,26.81,7.08,3.85,
28.8,80.3,26.81,7.02,3.85,
28.9,80.6,26.87,7.01,3.85,
29,80.6,26.81,7.05,1.21,
29,80.4,26.87,6.86,2.53,
29,80.2,26.87,7.06,2.53,
29,80.2,26.94,6.86,2.53,
29.1,79.9,27,7.02,2.53,
29.1,79.9,26.94,6.82,2.53,
29.2,79.1,27,6.91,2.58,
29.2,79.5,27,6.74,2.69,
29.2,79.1,27.06,6.77,2.69,
29.2,78.7,27.13,6.78,2.69,
29.3,78.5,27.13,6.98,2.69,
29.4,78.5,27.19,6.91,2.69,
29.4,77.6,27.25,6.68,2.69,
29.4,77.6,27.25,6.68,2.69,
29.4,77.1,27.31,6.74,2.69,
29.4,77.1,27.31,6.99,2.69,
29.4,76.9,27.31,6.83,2.69,
29.5,76.8,27.37,7,2.69,
29.5,76.8,27.44,7.74,2.69,
29.5,76.1,27.44,7.76,2.69,
29.5,76.2,27.44,6.94,2.69,
29.6,75.7,27.5,7.04,2.69,
29.6,77,27.5,6.82,2.69,
29.7,77.2,27.56,6.87,2.69,
29.7,76.8,27.69,6.85,2.69,
29.7,76,27.69,6.84,2.15,
29.8,76.7,27.69,6.87,2.42,
29.8,75.7,27.75,6.64,2.42,
29.9,75.5,27.81,6.85,2.42,
30,74.9,27.87,6.77,2.42,
30,75.4,27.87,6.91,2.42,
30,75.5,27.94,6.76,2.42,
30,76.2,27.94,6.9,2.42,
30.1,74.7,28.06,6.6,2.42,
30.1,74.3,28.12,6.64,2.42,
30.1,73.8,28.12,6.74,2.42,
30.2,74,28.19,6.84,2.42,
30.2,74.2,28.19,6.69,2.42,
30.2,74.2,28.25,6.77,2.42,
30.2,74.1,28.31,6.67,2.42,
30.3,73.8,28.25,6.65,2.42,
30.2,74.1,28.31,6.63,2.36,
30.3,73,28.38,6.65,2.39,
30.4,71.7,28.38,6.71,2.39,
30.4,73,28.44,6.58,2.39,
30.4,74.5,28.44,6.77,2.39,
30.4,73.5,28.5,6.81,2.39,
30.5,73.1,28.5,6.66,2.39,
30.4,73.4,28.56,7.05,2.39,
30.4,73.2,28.56,6.84,2.39,
30.4,72.8,28.56,6.98,2.36,
30.4,72.7,28.56,6.91,1.72,
30.4,73,28.56,9.81,2.04,
30.4,73.4,28.56,6.93,2.04,
30.3,73.7,28.62,6.87,2.04,
30.4,74.6,28.62,6.92,2.04,
30.4,75.5,28.69,7.03,2.04,
30.4,75.8,28.69,6.79,2.04,
30.3,74.9,28.62,6.81,2.04,
30.2,77,28.62,6.82,2.36,
30.1,77.1,28.56,6.83,4.51,
30,77.2,28.5,6.76,3.43,
30,76.3,28.5,6.79,3.43,
30,76.5,28.44,6.86,3.43,
30,77,28.44,6.96,3.43,
29.8,78.3,28.38,6.94,3.43,
29.9,77.9,28.31,6.8,3.43,
29.9,78.1,28.25,6.84,3.43,
29.8,78.2,28.25,7.05,3.43,
29.7,77.9,28.19,7.1,3.43,
29.7,78.8,28.19,6.82,1.21,
29.7,78.7,28.06,7.09,2.32,
29.6,78.9,28.12,7.07,2.32,
29.6,79.3,28.12,7.07,2.32,
29.5,79.8,28.06,7.07,2.32,
29.5,79.6,28,7.23,2.32,
29.2,79.4,27.87,7.11,2.32,
29.2,79.7,27.87,7.11,2.32,
29.2,79.8,27.81,7.19,2.32,
29.2,80.1,27.75,7.08,2.32,
29.2,81.1,27.69,7.13,2.32,
29.2,81.2,27.62,7.21,2.32,
29.2,80.8,27.62,7.05,2.32,
29.2,80.9,27.62,7.15,3.01,
29.3,81.5,27.56,7.04,2.66,
29.3,81.6,27.5,7.14,2.66,
29.3,81.4,27.56,7.38,2.66,
29.2,81.1,27.5,7.24,2.66,
29.2,81.2,27.44,7.12,2.66,
29.2,81.6,27.44,7.15,3.44,
29.1,81.4,27.37,7.11,1.07,
29.1,82,27.37,7.27,2.25,
29.1,81.8,27.31,7.21,2.25,
29.1,82.2,27.31,7.17,2.25,
29.1,82,27.31,7.31,3.01,
29.1,82.4,27.25,7.36,2.63,
29.1,82.5,27.31,7.37,2.63,
29.1,82.6,27.25,7.38,2.63,
29.1,82.1,27.25,7.41,2.63,
29.1,82.1,27.25,7.33,2.63,
29,82.7,27.25,7.23,2.63,
29,82.9,27.25,7.18,2.63,
29,82.6,27.19,7.35,1.21,
29,82.8,27.19,7.37,1.92,
29,82.6,27.13,7.3,1.92,
29,82.8,27.19,7.41,1.92,
29,83.3,27.13,7.14,1.92,
29,82.7,27.13,7.41,1.92,
29,82.9,27.19,7.35,1.92,
29,82.8,27.13,7.38,1.92,
29,83.3,27.13,7.37,1.92,
29,83,27.13,7.26,1.92,
29,83,27.19,7.33,1.64,
29,83.2,27.19,7.16,1.78,
29,82.8,27.19,7.43,1.78,
29,83.5,27.13,7.18,1.78,
28.9,83.1,27.06,7.16,1.78,
28.8,82.6,27.06,7.39,1.78,
28.7,82.6,27,7.19,1.78,
28.7,82.6,26.94,7.18,1.43,
28.7,83,27,7.16,1.6,
28.7,82.8,26.94,6.92,1.6,
28.7,82.9,26.94,7.11,1.6,
28.7,82.8,26.87,7.14,1.6,
28.7,82.9,26.87,6.88,1.6,
28.7,83,26.81,7.2,1.6,
28.7,83.4,26.81,6.91,1.07,
28.7,83.1,26.81,6.93,1.33,
28.7,83.3,26.75,6.87,1.33,
28.6,83.1,26.81,7.07,1.33,
28.5,83.3,26.75,7.14,1.33,
28.5,83.1,26.75,6.9,1.33,
28.5,83.2,26.69,7.05,1.33,
28.5,83.5,26.69,7.78,1.33,
28.5,83.1,26.62,7.68,1.33,
28.5,83.3,26.62,785,1.33,
28.5,83.4,26.62,7.92,1.33,
28.5,83.7,26.62,7.92,1.33,
28.5,83.8,26.56,7.83,1.33,
28.5,83.3,26.56,7.68,1.33,
28.5,83.6,26.5,7.66,1.33,
28.4,83.4,26.5,7.67,1.33,
28.5,83.6,26.56,7.63,1.33,
28.5,83.7,26.56,7.75,1.93,
28.5,83.7,26.5,7.71,1.63,
28.6,83.7,26.5,7.68,1.63,
28.7,83.6,26.56,7.85,1.63,
28.7,83.6,26.56,7.72,1.63,
28.7,83.5,26.62,7.74,1.21,
28.7,83.6,26.62,7.67,1.42,
28.8,83.5,26.62,7.64,1.42,
28.9,83.7,26.69,7.65,1.42,
28.9,83.6,26.75,7.9,1.42,
29,83.7,26.81,7.85,1.42,
29,83.7,26.81,7.67,1.42,
29,83.6,26.81,7.75,1.42,
29.1,83.5,26.94,7.88,1.42,
29.2,83.2,26.94,7.65,1.42,
29.2,83.2,27,7.69,1.42,
29.2,83,27.06,7.67,1.42,
29.3,83.4,27.13,7.62,1.42,
29.4,83.2,27.19,7.66,1.42,
29.3,83.1,27.25,7.87,1.42,
29.4,83.3,27.31,7.67,1.42,
29.4,82.9,27.31,7.69,1.42,
29.5,83.1,27.37,7.65,1.42,
29.4,82.5,27.44,7.8,1.42,
29.5,82.5,27.44,7.64,1.42,
29.5,82.2,27.5,7.66,1.42,
29.6,82.5,27.5,7.75,1.21,
29.6,82.5,27.62,7.75,1.21,
29.7,82.5,27.62,7.63,4.94,
29.7,83,27.69,7.72,3.07,
29.7,82.5,27.69,7.66,3.07,
29.7,82.5,27.75,7.7,3.07,
29.7,82.4,27.81,7.8,3.07,
29.7,82.2,27.87,7.54,3.07,
29.8,82.3,27.94,7.55,3.07,
29.8,82.4,27.87,7.75,3.07,
29.9,82.5,27.94,7.79,3.07,
29.9,82.1,27.94,7.6,3.07,
29.9,81.9,28,7.59,3.07,
30,82.5,28.06,7.76,3.07,
29.9,82.2,28.12,7.53,3.07,
29.9,83,28.12,7.52,3.07,
29.8,82.3,28.25,7.74,4.51,
29.7,82.4,28.25,7.76,3.79,
29.7,82.3,28.12,7.57,3.79,
29.7,82.5,28.19,7.61,3.79,
29.7,82.9,28.19,7.56,3.79,
29.6,83.1,28.12,7.53,4.94,
29.7,83.1,28.19,7.78,4.94,
29.7,83.6,28.12,7.74,4.94,
29.6,83.5,28.06,7.8,1.5,
29.5,82.8,28.06,7.78,1.5,
29.5,83.3,28,7.72,1.5,
29.5,82.9,28.06,7.55,1.93,
29.5,82.9,27.94,7.78,3.44,
29.4,83.1,27.94,7.8,2.68,
29.5,83.2,28,7.72,2.68,
29.4,83.4,27.94,7.84,2.68,
29.4,83.5,27.87,7.53,2.68,
29.4,83.6,27.87,7.69,2.68,
29.3,83.6,27.87,7.58,2.68,
29.3,83.4,27.81,7.78,2.68,
29.2,83.2,27.75,7.05,2.68,
29.3,84,27.75,7.97,2.68,
29.2,83.8,27.69,8.01,1.64,
29.2,83.8,27.62,7.84,2.16,
29.2,84.1,27.62,7.91,2.16,
29.1,84.2,27.56,8,2.16,
29.1,84.6,27.56,8.16,2.16,
29.2,84.6,27.5,8.02,2.16,
29.2,84.7,27.5,8.2,2.16,
29.1,84.8,27.5,7.95,1.93,
29.1,84.4,27.5,7.99,1.93,
29.1,84.8,27.5,7.94,1.72,
29,85.2,27.37,8.1,1.82,
29,85.5,27.31,8.35,1.82,
29,85.4,27.25,8.21,1.82,
29,85.8,27.25,8.2,1.82,
29,85.8,27.31,8.38,1.21,
29,85.7,27.31,8.24,1.51,
28.9,86.1,27.25,8.26,1.51,
28.9,85.8,27.25,8.17,1.51,
28.9,86.1,27.25,8.19,1.51,
28.9,85.7,27.25,8.41,3.87,
28.8,85.7,27.19,8.16,2.69,
28.9,86.2,27.19,8.13,2.69,
28.8,86,27.19,8.19,2.69,
28.8,85.9,27.13,8.36,2.69,
28.8,85.4,27.13,8.43,2.69,
28.8,85.8,27.13,8.36,2.69,
28.8,85.6,27.13,8.13,2.69,
28.8,85.9,27.13,8.2,2.69,
28.7,85.8,27.06,8.29,2.69,
28.8,85.8,27.13,7.31,2.69,
28.7,85.8,27.06,8.45,2.69,
28.7,85.7,27,8.37,2.69,
28.7,85.6,27.06,8.31,2.69,
28.7,85.4,27.06,8.25,2.69,
28.7,86.2,27.06,8.26,2.69,
28.7,85.9,27,8.41,13.11,
28.7,85.6,27,8.52,1.43,
28.7,86.3,27,8.59,1.43,
28.6,85.9,26.94,8.46,1.43,
28.6,85.4,27,8.59,1.29,
28.6,85.5,27,8.56,1.29,
28.6,85.4,26.94,8.63,1.64,
28.6,85.8,26.87,8.64,3.22,
28.6,85.6,26.94,8.69,3.22,
28.6,85.5,26.87,8.72,3.22,
28.6,85.5,26.87,8.64,3.22,
28.6,86.4,26.94,8.61,3.22,
28.6,86,26.94,8.44,3.22,
28.6,86,26.87,8.59,3.22,
28.5,85.9,26.87,8.54,1.43,
28.6,86,26.87,8.76,1.43,
28.5,86.4,26.87,8.68,1.43,
28.5,86.1,26.87,8.66,1.43,
28.5,85.8,26.81,8.66,1.5,
28.5,85.9,26.81,8.48,1.5,
28.5,85.7,26.81,8.77,1.5,
28.5,85.9,26.81,8.71,1.21,
28.5,85.2,26.81,8.99,3.87,
28.5,86.4,26.81,8.7,1.72,
28.5,85.6,26.75,8.79,1.21,
28.5,86.4,26.75,8.63,1.21,
28.5,86.3,26.75,8.65,1.21,
28.6,87,26.81,8.95,1.21,
28.6,86.7,26.81,8.68,3.44,
28.6,87,26.75,8.82,3.44,
28.7,87.1,26.81,8.72,3.44,
28.7,87.3,26.81,8.82,1.64,
28.7,87.1,26.87,8.68,1.86,
28.8,86.9,26.94,8,1.07,
28.8,87,26.87,8.59,1.07,
28.9,87.2,26.94,8.6,2.15,
28.9,87.4,26.94,8.79,1.93,
28.9,87.1,27,8,1.07,
28.9,87.3,27.06,8.72,1.07,
